title,day_of_week
The Crying Game,Wednesday
Glengarry Glen Ross,Tuesday
Sophie's Choice,Wednesday
E.T. the Extra-Terrestrial,Saturday
The Search for One-eye Jimmy,Monday
A Christmas Carol,Friday
Days of Thunder,Wednesday
Top Gun,Friday
American Strays,Thursday
Rebel Without a Cause,Thursday
A Streetcar Named Desire,Tuesday
Children of the Corn IV: The Gathering,Tuesday
The Leopard Son,Friday
Charm's  Incidents,Thursday
Bird of Prey,Tuesday
Microcosmos,Monday
Palookaville,Thursday
The Associate,Friday
The Funeral,Friday
The Sleepover,Saturday
A Single Girl,Monday
The Eighth Day,Monday
North Star,Wednesday
Drunks,Friday
The People vs. Larry Flynt,Saturday
Glory Daze,Sunday
A Perfect Candidate,Wednesday
On Golden Pond,Friday
The Return of the Pink Panther,Wednesday
Drop Dead Fred,Friday
The Abyss,Wednesday
The Fog,Friday
Escape from New York,Friday
The Howling,Friday
Jean de Florette,Wednesday
Manon of the Spring,Wednesday
Johnny 100 Pesos,Friday
Private Benjamin,Monday
Monty Python and the Holy Grail,Thursday
Hustler White,Friday
Dadetown,Saturday
Everything Relative,Friday
Entertaining Angels - The Dorothy Day Story,Friday
Three Lives and Only One Death,Wednesday
The Line King: The Al Hirschfeld Story,Friday
Snowriders,Thursday
Curtis's Charm,Monday
When We Were Kings,Friday
The Wrong Trousers,Friday
JLG/JLG: Self-Portrait in December,Wednesday
The Return of Martin Guerre,Wednesday
Faust,Saturday
He Walked by Night,Wednesday
Raw Deal,Wednesday
T-Men,Monday
The Children Are Watching Us,Friday
Pastoral Symphony,Thursday
Here Comes Cookie,Tuesday
Love In Bloom,Saturday
Six of a Kind,Friday
The Tin Drum,Wednesday
The Ruling Class,Wednesday
Mina Tannenbaum,Wednesday
2 or 3 Things I Know About Her,Friday
The Bloody Child,Saturday
Dear God,Friday
Bad Moon,Friday
American Dream,Friday
Best of the Best 3: No Turning Back,Wednesday
Bob Roberts,Friday
Cinema Paradiso,Thursday
"The Cook, the Thief, His Wife & Her Lover",Sunday
Dead Tired,Wednesday
Delicatessen,Wednesday
The Double Life of Veronique,Wednesday
Enchanted April,Wednesday
Paths of Glory,Wednesday
The Grifters,Friday
Hear My Song,Friday
The Shooter,Thursday
The English Patient,Thursday
Mediterraneo,Thursday
My Left Foot: The Story of Christy Brown,Friday
"Sex, Lies, and Videotape",Friday
Passion Fish,Friday
Strictly Ballroom,Thursday
The Thin Blue Line,Sunday
Tie Me Up! Tie Me Down!,Tuesday
Madonna: Truth or Dare,Friday
Paris is Burning,Tuesday
One Flew Over the Cuckoo's Nest,Tuesday
Up in Smoke,Sunday
The Empire Strikes Back,Saturday
The Princess Bride,Friday
Raiders of the Lost Ark,Friday
Brazil,Wednesday
Aliens,Friday
"The Good, the Bad and the Ugly",Friday
Withnail & I,Thursday
12 Angry Men,Monday
Lawrence of Arabia,Monday
A Clockwork Orange,Saturday
To Kill a Mockingbird,Tuesday
Apocalypse Now,Wednesday
Once Upon a Time in the West,Saturday
Return of the Jedi,Monday
Wings of Desire,Thursday
The Third Man,Wednesday
GoodFellas,Wednesday
Alien,Friday
Army of Darkness,Friday
The Big Blue,Wednesday
Ran,Saturday
The Killer,Thursday
Psycho,Thursday
The Blues Brothers,Tuesday
The Godfather: Part II,Friday
Full Metal Jacket,Friday
A Grand Day Out,Friday
Henry V,Thursday
Amadeus,Friday
The Quiet Man,Monday
Once Upon a Time in America,Thursday
Raging Bull,Friday
Annie Hall,Tuesday
The Right Stuff,Thursday
Stalker,Monday
Das Boot,Wednesday
The Sting,Tuesday
Harold and Maude,Monday
Trust,Sunday
The Seventh Seal,Saturday
Local Hero,Thursday
The Terminator,Friday
Braindead,Thursday
Glory,Friday
Rosencrantz & Guildenstern Are Dead,Friday
Manhattan,Wednesday
Miller's Crossing,Friday
Dead Poets Society,Friday
The Graduate,Thursday
Touch of Evil,Wednesday
La Femme Nikita,Wednesday
The Bridge on the River Kwai,Wednesday
8½,Thursday
Chinatown,Thursday
The Day the Earth Stood Still,Monday
The Treasure of the Sierra Madre,Saturday
Bad Taste,Tuesday
Duck Soup,Friday
Better Off Dead...,Friday
The Shining,Thursday
Stand by Me,Friday
M,Monday
Evil Dead II,Friday
The Great Escape,Thursday
The Deer Hunter,Friday
Diva,Wednesday
Groundhog Day,Thursday
Unforgiven,Friday
The Manchurian Candidate,Wednesday
Pump up the Volume,Wednesday
Arsenic and Old Lace,Saturday
Back to the Future,Wednesday
Fried Green Tomatoes,Friday
Patton,Sunday
Down by Law,Thursday
Akira,Saturday
Highlander,Friday
Cool Hand Luke,Thursday
Cyrano de Bergerac,Wednesday
Young Frankenstein,Sunday
Night on Earth,Thursday
Raise the Red Lantern,Friday
The Great Dictator,Tuesday
Fantasia,Wednesday
High Noon,Thursday
The Big Sleep,Friday
Heathers,Saturday
Somewhere in Time,Thursday
Ben-Hur,Saturday
This Is Spinal Tap,Friday
Koyaanisqatsi,Sunday
Some Kind of Wonderful,Friday
Indiana Jones and the Last Crusade,Wednesday
Being There,Wednesday
Gandhi,Tuesday
The Unbearable Lightness of Being,Friday
A Room with a View,Friday
Real Genius,Wednesday
Pink Floyd: The Wall,Wednesday
The Killing Fields,Friday
My Life as a Dog,Thursday
Forbidden Planet,Thursday
Field of Dreams,Friday
The Man Who Would Be King,Wednesday
Butch Cassidy and the Sundance Kid,Tuesday
"Paris, Texas",Saturday
Until the End of the World,Thursday
When Harry Met Sally...,Friday
I Shot a Man in Vegas,Friday
Parallel Sons,Sunday
Hype!,Friday
Santa with Muscles,Friday
Female Perversions,Monday
Mad Dog Time,Friday
Breathing Room,Friday
Paris Was a Woman,Monday
I'm Not Rappaport,Tuesday
Blue Juice,Friday
Kids of Survival,Thursday
Alien³,Friday
An American Werewolf in London,Friday
Amityville: It's About Time,Thursday
Amityville 3-D,Friday
Amityville: Dollhouse,Wednesday
Amityville: A New Generation,Wednesday
Amityville II: The Possession,Friday
The Amityville Horror,Friday
The Amityville Curse,Friday
Blood for Dracula,Tuesday
April Fool's Day,Thursday
Audrey Rose,Wednesday
The Believers,Tuesday
The Birds,Thursday
The Blob,Friday
Blood Beach,Monday
Body Parts,Friday
The Body Snatcher,Friday
Dracula,Friday
Bride of Frankenstein,Sunday
Burnt Offerings,Monday
Candyman,Friday
Cape Fear,Friday
Cape Fear,Thursday
Carrie,Wednesday
Cat People,Friday
A Nightmare on Elm Street,Wednesday
Nosferatu,Wednesday
Vampire in Venice,Thursday
The Omen,Sunday
Blood and Wine,Thursday
Albino Alligator,Monday
The Mirror Has Two Faces,Friday
Breaking the Waves,Monday
Nightwatch,Friday
Star Trek: First Contact,Thursday
Shine,Sunday
Sling Blade,Friday
Jingle All the Way,Friday
Identification of a Woman,Thursday
Paradise Lost: The Child Murders at Robin Hood Hills,Tuesday
The Preacher's Wife,Friday
Zero Kelvin,Friday
Ridicule,Thursday
The Crucible,Wednesday
101 Dalmatians,Sunday
The Forbidden Christ,Friday
I Can't Sleep,Wednesday
Die Hard 2,Monday
Star Trek: The Motion Picture,Thursday
Star Trek VI: The Undiscovered Country,Thursday
Star Trek V: The Final Frontier,Friday
Star Trek II: The Wrath of Khan,Thursday
Star Trek III: The Search for Spock,Thursday
Star Trek IV: The Voyage Home,Tuesday
Batman Returns,Friday
Young Guns,Friday
Young Guns II,Wednesday
Grease,Friday
Grease 2,Friday
Marked for Death,Friday
Adrenalin: Fear the Rush,Friday
The Substance of Fire,Wednesday
Under Siege,Thursday
Terror in a Texas Town,Monday
Jaws,Wednesday
Jaws 2,Friday
Jaws 3-D,Wednesday
My Fellow Americans,Friday
Mars Attacks!,Thursday
Citizen Ruth,Friday
Jerry Maguire,Friday
Raising Arizona,Sunday
Tin Men,Friday
Sneakers,Wednesday
Bastard Out of Carolina,Sunday
In Love and War,Wednesday
Marvin's Room,Wednesday
Somebody Is Waiting,Thursday
Ghosts of Mississippi,Friday
Night Falls on Manhattan,Tuesday
Beavis and Butt-Head Do America,Sunday
La Cérémonie,Wednesday
Scream,Friday
The Last of the Mohicans,Friday
Michael,Wednesday
The Evening Star,Wednesday
Hamlet,Wednesday
Some Mother's Son,Wednesday
The Whole Wide World,Friday
Mother,Wednesday
Thieves,Wednesday
Evita,Saturday
The Portrait of a Lady,Friday
Walkabout,Thursday
Message to Love: The Isle of Wight Festival,Thursday
Murder at 1600,Friday
Hearts and Minds,Tuesday
Inside,Sunday
Fierce Creatures,Friday
Zeus & Roxanne,Friday
Turbulence,Thursday
Angel Baby,Saturday
First Strike,Saturday
Underworld,Saturday
Beverly Hills Ninja,Friday
Metro,Thursday
The Machine,Saturday
Falling in Love Again,Friday
The Cement Garden,Saturday
Dante's Peak,Friday
Meet Wally Sparks,Wednesday
Amos & Andrew,Friday
Benny & Joon,Friday
Prefontaine,Friday
A Tickle in the Heart,Thursday
Guantanamera,Sunday
McHale's Navy,Friday
Kolya,Sunday
Gridlock'd,Wednesday
Fire on the Mountain,Friday
Waiting for Guffman,Wednesday
Prisoner of the Mountains,Friday
The Beautician and the Beast,Friday
SubUrbia,Wednesday
Hotel de Love,Thursday
The Pest,Friday
Fools Rush In,Friday
Touch,Friday
Absolute Power,Friday
That Darn Cat,Friday
Vegas Vacation,Thursday
Unforgotten: Twenty-Five Years After Willowbrook,Friday
That Old Feeling,Friday
Lost Highway,Wednesday
Rosewood,Friday
Donnie Brasco,Thursday
Salut cousin !,Wednesday
Booty Call,Wednesday
Rhyme & Reason,Tuesday
Boys Life 2,Friday
City of Industry,Friday
Best Men,Wednesday
Jungle 2 Jungle,Friday
Kama Sutra - A Tale of Love,Wednesday
Private Parts,Friday
Love Jones,Friday
The Saint,Thursday
Smilla's Sense of Snow,Thursday
The Van,Saturday
Crash,Wednesday
The Daytrippers,Monday
Liar Liar,Friday
The Quiet Room,Thursday
Selena,Friday
The Devil's Own,Wednesday
Cats Don't Dance,Wednesday
B.A.P.S.,Friday
Love and Other Catastrophes,Thursday
Turbo: A Power Rangers Movie,Thursday
Anna Karenina,Friday
Double Team,Friday
Inventing the Abbotts,Friday
Anaconda,Friday
Grosse Pointe Blank,Friday
Keys to Tulsa,Friday
Kissed,Saturday
8 Heads in a Duffel Bag,Friday
Hollow Reed,Monday
Paradise Road,Friday
Traveller,Friday
All Over Me,Saturday
A Brother's Kiss,Friday
A Chef in Love,Thursday
Romy and Michele's High School Reunion,Friday
Temptress Moon,Thursday
Volcano,Friday
Children of the Revolution,Friday
Austin Powers: International Man of Mystery,Friday
Breakdown,Friday
Broken English,Monday
Commandments,Friday
Ripe,Tuesday
"Truth or Consequences, N.M.",Wednesday
The Turning,Wednesday
Warriors of Virtue,Friday
Fathers' Day,Friday
The Fifth Element,Wednesday
Intimate Relations,Monday
Nowhere,Friday
Losing Chase,Sunday
Sprung,Wednesday
Le Bonheur,Wednesday
Love! Valour! Compassion!,Friday
Shall We Dance?,Saturday
The Second Jungle Book: Mowgli & Baloo,Friday
Twin Town,Friday
Addicted to Love,Friday
Brassed Off,Friday
The Designated Mourner,Friday
The Lost World: Jurassic Park,Friday
Ponette,Tuesday
Schizopolis,Friday
Shiloh,Saturday
The War at Home,Wednesday
Rough Magic,Thursday
Trial and Error,Friday
Buddy,Friday
Con Air,Sunday
Late Bloomers,Monday
The Pillow Book,Sunday
To Have (Or Not),Wednesday
Speed 2: Cruise Control,Friday
Squeeze,Friday
Sudden Manhattan,Friday
The Next Step,Friday
Wedding Bell Blues,Friday
Batman & Robin,Friday
Dream with the Fishes,Wednesday
Roseanna's Grave,Thursday
Head Above Water,Thursday
Hercules,Thursday
The Last Time I Committed Suicide,Friday
MURDER and murder,Tuesday
My Best Friend's Wedding,Thursday
Tetsuo II: Body Hammer,Wednesday
When the Cat's Away,Wednesday
Contempt,Monday
Face/Off,Friday
Fall,Friday
Gabbeh,Wednesday
Mondo,Thursday
The Innocent Sleep,Thursday
For Ever Mozart,Wednesday
Men in Black,Wednesday
Out to Sea,Wednesday
Wild America,Wednesday
A Simple Wish,Friday
Contact,Friday
Love Serenade,Thursday
G.I. Jane,Friday
Conan the Barbarian,Friday
George of the Jungle,Tuesday
Cop Land,Friday
Event Horizon,Friday
Spawn,Thursday
Air Bud,Friday
Picture Perfect,Friday
In the Company of Men,Sunday
Free Willy 3: The Rescue,Friday
Career Girls,Sunday
Conspiracy Theory,Thursday
Desperate Measures,Friday
Steel,Friday
She's So Lovely,Friday
Hoodlum,Wednesday
Leave it to Beaver,Friday
Mimic,Friday
Money Talks,Friday
Excess Baggage,Friday
Kull the Conqueror,Friday
Air Force One,Friday
One Eight Seven,Tuesday
The Hunt for Red October,Friday
My Own Private Idaho,Thursday
"Kiss Me, Guido",Friday
Star Maps,Wednesday
In & Out,Wednesday
The Edge,Saturday
The Peacemaker,Friday
L.A. Confidential,Friday
Seven Years in Tibet,Friday
Kiss the Girls,Friday
Soul Food,Friday
Kicked in the Head,Friday
Wishmaster,Friday
A Thousand Acres,Wednesday
The Game,Friday
Fire Down Below,Friday
U Turn,Friday
The Locusts,Friday
The Matchmaker,Friday
The Assignment,Sunday
A Smile Like Yours,Wednesday
Ulee's Gold,Friday
The Ice Storm,Saturday
Stag,Tuesday
Chasing Amy,Friday
Def Jam's How to Be a Player,Wednesday
The Full Monty,Wednesday
Alive and Kicking,Friday
Mrs Brown,Friday
I Know What You Did Last Summer,Friday
The Devil's Advocate,Friday
RocketMan,Friday
Playing God,Friday
The House of Yes,Friday
"Fast, Cheap & Out of Control",Friday
Washington Square,Friday
Telling Lies In America,Saturday
Year of the Horse,Wednesday
Gattaca,Sunday
FairyTale: A True Story,Wednesday
Phantoms,Friday
Swept from the Sea,Friday
Wonderland,Friday
A Life Less Ordinary,Friday
Hurricane Streets,Tuesday
Eve's Bayou,Sunday
Switchback,Friday
Gang Related,Wednesday
Stripes,Thursday
Nenette and Boni,Wednesday
Bean,Thursday
Hugo Pool,Wednesday
Mad City,Friday
One Night Stand,Friday
The Tango Lesson,Friday
Welcome to Sarajevo,Friday
Deceiver,Sunday
The Rainmaker,Tuesday
Boogie Nights,Thursday
Witness,Friday
Incognito,Friday
Starship Troopers,Thursday
Critical Care,Friday
The Joy Luck Club,Wednesday
Chairman of the Board,Friday
Sliding Doors,Thursday
Mortal Kombat: Annihilation,Friday
The Truman Show,Thursday
The Wings of the Dove,Friday
Mrs. Dalloway,Monday
"I Love You, I Love You Not",Wednesday
Red Corner,Thursday
The Jackal,Friday
Anastasia,Thursday
The Man Who Knew Too Little,Friday
Alien: Resurrection,Wednesday
Alien Escape,Monday
Amistad,Wednesday
The Apostle,Thursday
Artemisia,Wednesday
Bent,Wednesday
Bang,Saturday
The Boys,Friday
The Butcher Boy,Sunday
Deconstructing Harry,Tuesday
Flubber,Wednesday
For Richer or Poorer,Thursday
Good Will Hunting,Friday
Guy,Wednesday
Tar,Wednesday
Home Alone 3,Friday
Ill Gotten Gains,Friday
Man of Her Dreams,Tuesday
Midnight in the Garden of Good and Evil,Friday
MouseHunt,Friday
Never Met Picasso,Monday
Office Killer,Wednesday
Other Voices Other Rooms,Friday
Scream 2,Tuesday
Stranger in the House,Wednesday
The Sweet Hereafter,Wednesday
Time Tracers,Tuesday
Titanic,Tuesday
Tomorrow Never Dies,Thursday
Twisted,Thursday
Full Speed,Wednesday
The Education of Little Tree,Thursday
The Postman,Thursday
The Horse Whisperer,Thursday
The Winter Guest,Saturday
Jackie Brown,Wednesday
Kundun,Thursday
Mr. Magoo,Thursday
The Big Lebowski,Friday
Afterglow,Friday
My Life in Pink,Wednesday
Great Expectations,Monday
3 Ninjas: High Noon at Mega Mountain,Friday
Men of Means,Tuesday
Caught Up,Friday
Arguing the World,Wednesday
Firestorm,Thursday
Senseless,Friday
Wag the Dog,Thursday
Dark City,Friday
The Leading Man,Thursday
Star Kid,Thursday
Hard Rain,Friday
Half Baked,Friday
Fallen,Friday
Shooting Fish,Friday
The Prophecy II,Tuesday
Fallen Angels,Wednesday
Four Days in September,Thursday
Spice World,Friday
Deep Rising,Friday
Tainted,Monday
A Letter from Death Row,Tuesday
Music from Another Room,Friday
Mother and Son,Thursday
The Replacement Killers,Friday
B. Monkey,Saturday
The Night Flier,Wednesday
Blues Brothers 2000,Thursday
Tokyo Fist,Sunday
Ride,Friday
The Wedding Singer,Friday
Sphere,Friday
Ayn Rand: A Sense of Life,Friday
A Further Gesture,Wednesday
Little City,Friday
Palmetto,Friday
As Good as It Gets,Friday
King of New York,Wednesday
A Paralyzing Fear: The Story of Polio in America,Wednesday
Men with Guns,Friday
Twilight,Friday
U.S. Marshals,Friday
Welcome to Woop Woop,Thursday
Love and Death on Long Island,Wednesday
Midaq Alley,Friday
In God's Hands,Friday
Everest,Friday
Hush,Friday
Suicide Kings,Saturday
The Man in the Iron Mask,Thursday
The Newton Boys,Thursday
Wild Things,Friday
Paulie,Friday
"A Cool, Dry Place",Thursday
Fireworks,Wednesday
Primary Colors,Friday
"Niagara, Niagara",Saturday
Wide Awake,Friday
A Price Above Rubies,Thursday
Eden,Monday
Two Girls and a Guy,Sunday
No Looking Back,Friday
Storefront Hitchcock,Friday
The Proposition,Thursday
The Object of My Affection,Friday
Meet the Deedles,Friday
Homegrown,Thursday
The Players Club,Wednesday
Barney's Great Adventure,Thursday
The Big One,Saturday
Chinese Box,Thursday
Lost in Space,Friday
Heaven's Burning,Thursday
Mercury Rising,Friday
The Spanish Prisoner,Monday
City of Angels,Friday
The Last Days of Disco,Friday
The Odd Couple II,Thursday
My Giant,Friday
He Got Game,Friday
The Gingerbread Man,Friday
Illtown,Tuesday
Slappy and the Stinkers,Friday
Live Flesh,Tuesday
Zero Effect,Friday
Nil by Mouth,Thursday
Ratchet,Thursday
The Borrowers,Friday
Prince Valiant,Thursday
"I Love You, Don't Touch Me!",Tuesday
Leather Jacket Love Story,Friday
Love Walked In,Saturday
"An Alan Smithee Film: Burn, Hollywood, Burn",Friday
Kissing a Fool,Friday
Krippendorf's Tribe,Friday
Kurt & Courtney,Friday
The Real Blonde,Sunday
Mr. Nice Guy,Friday
Taste of Cherry,Sunday
Character,Thursday
Junk Mail,Friday
Species II,Friday
Major League: Back to the Minors,Friday
Sour Grapes,Thursday
Wild Man Blues,Thursday
The Big Hit,Friday
Tarzan and the Lost City,Friday
Black Dog,Friday
"Dancer, Texas Pop. 81",Friday
A Friend of the Deceased,Wednesday
Go Now,Saturday
Les Misérables,Friday
Still Breathing,Monday
Clockwatchers,Wednesday
Deep Impact,Friday
Little Men,Friday
Woo,Friday
The Hanging Garden,Wednesday
Lawn Dogs,Friday
Quest for Camelot,Friday
Godzilla,Wednesday
Bulworth,Friday
Fear and Loathing in Las Vegas,Friday
The Opposite of Sex,Friday
I Got the Hook Up,Wednesday
Almost Heroes,Friday
Hope Floats,Friday
Insomnia,Friday
Little Boy Blue,Sunday
