title,release_year,popularity
Love in the Afternoon,1957,8.2
Gigi,1958,10.36
The Reluctant Debutante,1958,1.95
The Adventures of Robin Hood,1938,10.69
The Mark of Zorro,1940,7.43
Laura,1944,9.88
The Ghost and Mrs. Muir,1947,3.01
Lost Horizon,1937,3.17
Top Hat,1935,7.12
To Be or Not to Be,1942,7.27
My Man Godfrey,1936,5.48
Giant,1956,10.86
East of Eden,1955,6.43
The Thin Man,1934,10.57
His Girl Friday,1940,9.88
Around the World in Eighty Days,1956,6.16
It's a Wonderful Life,1946,15.03
Mr. Smith Goes to Washington,1939,8.17
Bringing Up Baby,1938,6.61
Penny Serenade,1941,2.45
The Scarlet Letter,1926,0.28
Lady of Burlesque,1943,0.26
Of Human Bondage,1934,1.83
Angel on My Shoulder,1946,0.59
Little Lord Fauntleroy,1936,4.71
They Made Me a Criminal,1939,1.76
The Inspector General,1949,0.9
Angel and the Badman,1947,8.08
The 39 Steps,1935,5.87
A Walk in the Sun,1945,8.86
The Outlaw,1943,1.45
Night of the Living Dead,1968,14.38
The African Queen,1951,6.64
Beat the Devil,1953,2.0
Cat on a Hot Tin Roof,1958,11.79
The Last Time I Saw Paris,1954,0.91
Meet John Doe,1941,10.75
Algiers,1938,0.35
Something to Sing About,1937,0.37
A Farewell to Arms,1932,1.91
Moonlight Murder,1936,0.28
Nothing Personal,1996,0.06
"Yes, Madam",1985,1.06
Dangerous Ground,1997,1.46
Picnic,1955,8.5
Madagascar Skin,1995,0.58
The Pompatus of Love,1996,0.54
Small Wonders,1995,0.0
Fly Away Home,1996,5.51
Bliss,1997,1.26
Grace of My Heart,1996,9.36
Brother of Sleep,1995,0.75
Maximum Risk,1996,7.37
Michael Collins,1996,6.73
The Rich Man's Wife,1996,6.75
Infinity,1996,1.23
Big Night,1996,2.7
Last Man Standing,1996,11.85
Caught,1996,1.63
Set It Off,1996,6.86
2 Days in the Valley,1996,4.99
Curdled,1996,2.78
L'associé,1979,0.0
Ed's Next Move,1996,0.55
Extreme Measures,1996,4.99
The Glimmer Man,1996,5.92
D3: The Mighty Ducks,1996,5.51
The Chamber,1996,4.0
The Apple Dumpling Gang,1975,4.04
"Davy Crockett, King of the Wild Frontier",1955,5.5
Escape to Witch Mountain,1975,7.15
The Love Bug,1968,10.09
Herbie Rides Again,1974,4.91
Old Yeller,1957,12.89
The Parent Trap,1961,5.81
Pollyanna,1960,3.25
Homeward Bound: The Incredible Journey,1993,7.19
The Shaggy Dog,1959,3.4
Swiss Family Robinson,1960,4.62
That Darn Cat!,1965,2.8
"20,000 Leagues Under the Sea",1954,8.72
Cool Runnings,1993,8.31
Angels in the Outfield,1994,10.89
Cinderella,1950,14.44
Winnie the Pooh and the Blustery Day,1968,1.05
The Three Caballeros,1944,8.7
The Sword in the Stone,1963,10.64
So Dear to My Heart,1948,0.9
Robin Hood: Prince of Thieves,1991,10.64
Mary Poppins,1964,15.12
Dumbo,1941,14.66
Pete's Dragon,1977,7.64
Bedknobs and Broomsticks,1971,10.36
Alice in Wonderland,1951,16.49
The Fox and the Hound,1981,10.2
Freeway,1996,7.09
The Sound of Music,1965,9.07
Die Hard,1988,16.64
The Lawnmower Man,1992,6.69
Unhook the Stars,1996,5.52
Synthetic Pleasures,1995,0.0
The Secret Agent,1996,2.94
Secrets & Lies,1996,11.22
That Thing You Do!,1996,8.69
To Gillian on Her 37th Birthday,1996,3.26
Surviving Picasso,1996,2.17
Love Is All There Is,1996,0.45
Beautiful Thing,1996,5.77
The Long Kiss Goodnight,1996,14.48
The Ghost and the Darkness,1996,10.79
Looking for Richard,1996,2.65
Trees Lounge,1996,3.46
The Proprietor,1996,0.43
Normal Life,1996,0.88
Get on the Bus,1996,5.23
Shadow Conspiracy,1997,3.73
Jude,1996,3.38
Everyone Says I Love You,1996,9.65
Bitter Sugar,1996,0.4
Romeo + Juliet,1996,11.77
Swingers,1996,6.58
Sleepers,1996,9.2
The Sunchaser,1996,2.36
Johns,1996,0.27
Aladdin and the King of Thieves,1996,8.65
The Woman in Question,1952,0.76
Shall We Dance,1937,3.79
A Damsel in Distress,1937,1.69
Crossfire,1947,3.77
"Murder, My Sweet",1944,3.43
Macao,1952,1.72
For the Moment,1993,0.35
Willy Wonka & the Chocolate Factory,1971,12.42
The Sexual Life of the Belgians,1994,0.3
The Innocents,1961,7.67
Sleeper,1973,6.05
Bananas,1971,4.33
A Fish Called Wanda,1988,11.4
Life of Brian,1979,10.71
Victor/Victoria,1982,5.38
The Candidate,1972,11.86
The Great Race,1965,4.47
Bonnie and Clyde,1967,12.11
The Old Man and the Sea,1958,1.73
Dial M for Murder,1954,7.85
Madame Butterfly,1995,0.15
Dirty Dancing,1987,14.04
Reservoir Dogs,1992,12.22
Platoon,1986,18.21
Weekend at Bernie's,1989,8.05
Basic Instinct,1992,16.63
The Doors,1991,7.83
The Crying Game,1992,7.4
Glengarry Glen Ross,1992,6.79
Sophie's Choice,1982,15.42
E.T. the Extra-Terrestrial,1982,19.36
The Search for One-eye Jimmy,1994,0.62
A Christmas Carol,1938,1.9
Days of Thunder,1990,7.05
Top Gun,1986,20.3
American Strays,1996,0.51
Rebel Without a Cause,1955,10.97
A Streetcar Named Desire,1951,7.3
Children of the Corn IV: The Gathering,1996,7.97
The Leopard Son,1996,0.0
Charm's  Incidents,1996,0.0
Bird of Prey,1995,0.56
Microcosmos,1996,10.79
Palookaville,1995,1.67
The Associate,1996,3.28
The Funeral,1996,2.77
The Sleepover,2013,0.14
A Single Girl,1995,1.81
The Eighth Day,1996,2.89
North Star,1996,2.75
Drunks,1997,0.59
The People vs. Larry Flynt,1996,9.18
Glory Daze,1995,10.74
A Perfect Candidate,1996,0.11
On Golden Pond,1981,12.25
The Return of the Pink Panther,1975,6.5
Drop Dead Fred,1991,7.88
The Abyss,1989,9.81
The Fog,1980,9.19
Escape from New York,1981,10.12
The Howling,1981,6.72
Jean de Florette,1986,4.88
Manon of the Spring,1986,5.94
Johnny 100 Pesos,1993,0.15
Private Benjamin,1980,11.43
Monty Python and the Holy Grail,1975,10.43
Hustler White,1996,1.07
Dadetown,1995,0.04
Everything Relative,1996,0.1
Entertaining Angels - The Dorothy Day Story,1996,0.05
Three Lives and Only One Death,1996,1.16
The Line King: The Al Hirschfeld Story,1996,0.0
Snowriders,1996,0.0
Curtis's Charm,1995,0.0
When We Were Kings,1996,3.61
The Wrong Trousers,1993,7.77
JLG/JLG: Self-Portrait in December,1995,0.44
The Return of Martin Guerre,1982,1.23
Faust,1994,1.89
He Walked by Night,1948,2.34
Raw Deal,1948,10.09
T-Men,1947,4.24
The Children Are Watching Us,1944,0.41
Pastoral Symphony,1946,0.21
Here Comes Cookie,1935,0.08
Love In Bloom,1935,0.0
Six of a Kind,1934,0.53
The Tin Drum,1979,5.61
The Ruling Class,1972,2.19
Mina Tannenbaum,1994,0.4
2 or 3 Things I Know About Her,1967,7.27
The Bloody Child,1996,0.0
Dear God,1996,1.95
Bad Moon,1996,2.66
American Dream,1990,0.08
Best of the Best 3: No Turning Back,1995,1.57
Bob Roberts,1992,3.04
Cinema Paradiso,1988,14.18
"The Cook, the Thief, His Wife & Her Lover",1989,5.97
Dead Tired,1994,0.67
Delicatessen,1991,12.57
The Double Life of Veronique,1991,9.66
Enchanted April,1991,2.4
Paths of Glory,1957,8.55
The Grifters,1990,10.81
Hear My Song,1991,0.0
The Shooter,1997,0.11
The English Patient,1996,15.56
Mediterraneo,1991,5.56
My Left Foot: The Story of Christy Brown,1989,5.84
"Sex, Lies, and Videotape",1989,12.29
Passion Fish,1992,5.37
Strictly Ballroom,1992,3.23
The Thin Blue Line,1988,5.07
Tie Me Up! Tie Me Down!,1989,10.79
Madonna: Truth or Dare,1991,1.33
Paris is Burning,1990,4.1
One Flew Over the Cuckoo's Nest,1975,35.53
Up in Smoke,1978,7.19
The Empire Strikes Back,1980,19.47
The Princess Bride,1987,15.15
Raiders of the Lost Ark,1981,19.9
Brazil,1985,9.84
Aliens,1986,21.76
"The Good, the Bad and the Ugly",1966,16.79
Withnail & I,1987,14.32
12 Angry Men,1957,16.5
Lawrence of Arabia,1962,10.89
A Clockwork Orange,1971,17.11
To Kill a Mockingbird,1962,14.28
Apocalypse Now,1979,13.6
Once Upon a Time in the West,1968,15.59
Return of the Jedi,1983,14.59
Wings of Desire,1987,6.36
The Third Man,1949,8.51
GoodFellas,1990,15.42
Alien,1979,23.38
Army of Darkness,1992,10.7
The Big Blue,1988,13.5
Ran,1985,12.25
The Killer,1989,8.02
Psycho,1960,36.83
The Blues Brothers,1980,10.08
The Godfather: Part II,1974,36.63
Full Metal Jacket,1987,13.94
A Grand Day Out,1990,7.62
Henry V,1989,7.31
Amadeus,1984,12.68
The Quiet Man,1952,8.76
Once Upon a Time in America,1984,32.18
Raging Bull,1980,8.87
Annie Hall,1977,18.15
The Right Stuff,1983,14.9
Stalker,1979,7.79
Das Boot,1981,8.8
The Sting,1973,12.02
Harold and Maude,1971,10.88
Trust,1990,4.09
The Seventh Seal,1957,6.48
Local Hero,1983,10.64
The Terminator,1984,19.29
Braindead,1992,13.65
Glory,1989,7.52
Rosencrantz & Guildenstern Are Dead,1991,5.09
Manhattan,1979,12.05
Miller's Crossing,1990,7.5
Dead Poets Society,1989,19.91
The Graduate,1967,12.06
Touch of Evil,1958,9.67
La Femme Nikita,1990,6.59
The Bridge on the River Kwai,1957,8.85
8½,1963,6.75
Chinatown,1974,12.29
The Day the Earth Stood Still,1951,9.36
The Treasure of the Sierra Madre,1948,8.07
Bad Taste,1987,7.41
Duck Soup,1933,6.82
Better Off Dead...,1985,8.99
The Shining,1980,19.61
Stand by Me,1986,15.21
M,1931,12.75
Evil Dead II,1987,13.52
The Great Escape,1963,14.38
The Deer Hunter,1978,7.73
Diva,1981,2.21
Groundhog Day,1993,12.99
Unforgiven,1992,10.94
The Manchurian Candidate,1962,7.99
Pump up the Volume,1990,4.29
Arsenic and Old Lace,1944,13.99
Back to the Future,1985,25.78
Fried Green Tomatoes,1991,6.58
Patton,1970,14.38
Down by Law,1986,8.84
Akira,1988,10.89
Highlander,1986,16.87
Cool Hand Luke,1967,9.72
Cyrano de Bergerac,1990,5.04
Young Frankenstein,1974,9.34
Night on Earth,1991,8.29
Raise the Red Lantern,1991,7.95
The Great Dictator,1940,9.24
Fantasia,1940,8.04
High Noon,1952,16.72
The Big Sleep,1946,6.99
Heathers,1988,13.31
Somewhere in Time,1980,5.43
Ben-Hur,1959,14.32
This Is Spinal Tap,1984,13.98
Koyaanisqatsi,1982,8.8
Some Kind of Wonderful,1987,10.21
Indiana Jones and the Last Crusade,1989,14.79
Being There,1979,12.32
Gandhi,1982,12.38
The Unbearable Lightness of Being,1988,6.82
A Room with a View,1985,6.18
Real Genius,1985,11.96
Pink Floyd: The Wall,1982,6.77
The Killing Fields,1984,11.46
My Life as a Dog,1985,4.2
Forbidden Planet,1956,6.38
Field of Dreams,1989,16.76
The Man Who Would Be King,1975,6.19
Butch Cassidy and the Sundance Kid,1969,6.71
"Paris, Texas",1984,11.64
Until the End of the World,1991,2.15
When Harry Met Sally...,1989,8.34
I Shot a Man in Vegas,1996,0.01
Parallel Sons,1995,0.26
Hype!,1996,3.47
Santa with Muscles,1996,7.38
Female Perversions,1996,2.27
Mad Dog Time,1996,0.77
Breathing Room,1996,0.03
Paris Was a Woman,1996,0.04
I'm Not Rappaport,1996,0.66
Blue Juice,1995,2.2
Kids of Survival,1996,0.0
Alien³,1992,17.13
An American Werewolf in London,1981,13.39
Amityville: It's About Time,1992,2.42
Amityville 3-D,1983,7.89
Amityville: Dollhouse,1996,2.36
Amityville: A New Generation,1993,6.4
Amityville II: The Possession,1982,12.1
The Amityville Horror,1979,14.0
The Amityville Curse,1989,2.42
Blood for Dracula,1974,1.83
April Fool's Day,1986,10.3
Audrey Rose,1977,5.86
The Believers,1987,3.32
The Birds,1963,11.59
The Blob,1958,7.08
Blood Beach,1980,2.23
Body Parts,1991,3.52
The Body Snatcher,1945,2.26
Dracula,1992,16.78
Bride of Frankenstein,1935,7.0
Burnt Offerings,1976,2.88
Candyman,1992,12.72
Cape Fear,1991,10.3
Cape Fear,1962,7.58
Carrie,1976,9.28
Cat People,1982,6.13
A Nightmare on Elm Street,1984,13.69
Nosferatu,1922,7.44
Vampire in Venice,1988,0.95
The Omen,1976,16.64
Blood and Wine,1996,8.41
Albino Alligator,1996,2.36
The Mirror Has Two Faces,1996,4.8
Breaking the Waves,1996,8.56
Nightwatch,1997,6.12
Star Trek: First Contact,1996,8.81
Shine,1996,11.66
Sling Blade,1996,9.48
Jingle All the Way,1996,7.9
Identification of a Woman,1982,1.35
Paradise Lost: The Child Murders at Robin Hood Hills,1996,1.69
The Preacher's Wife,1996,4.18
Zero Kelvin,1995,0.47
Ridicule,1996,10.88
The Crucible,1996,9.41
101 Dalmatians,1996,11.47
The Forbidden Christ,1951,0.52
I Can't Sleep,1994,0.32
Die Hard 2,1990,18.79
Star Trek: The Motion Picture,1979,8.28
Star Trek VI: The Undiscovered Country,1991,5.9
Star Trek V: The Final Frontier,1989,12.31
Star Trek II: The Wrath of Khan,1982,7.16
Star Trek III: The Search for Spock,1984,6.2
Star Trek IV: The Voyage Home,1986,12.6
Batman Returns,1992,15.0
Young Guns,1988,9.91
Young Guns II,1990,11.98
Grease,1978,7.85
Grease 2,1982,14.2
Marked for Death,1990,5.85
Adrenalin: Fear the Rush,1996,0.78
The Substance of Fire,1996,0.76
Under Siege,1992,9.92
Terror in a Texas Town,1958,0.84
Jaws,1975,19.73
Jaws 2,1978,11.21
Jaws 3-D,1983,16.6
My Fellow Americans,1996,3.86
Mars Attacks!,1996,15.63
Citizen Ruth,1996,2.23
Jerry Maguire,1996,11.81
Raising Arizona,1987,14.01
Tin Men,1987,6.48
Sneakers,1992,7.21
Bastard Out of Carolina,1996,1.4
In Love and War,1996,2.37
Marvin's Room,1996,5.31
Somebody Is Waiting,1996,0.02
Ghosts of Mississippi,1996,15.5
Night Falls on Manhattan,1996,1.63
Beavis and Butt-Head Do America,1996,8.86
La Cérémonie,1995,3.1
Scream,1996,13.33
The Last of the Mohicans,1992,15.23
Michael,1996,9.47
The Evening Star,1996,8.4
Hamlet,1996,9.99
Some Mother's Son,1996,0.33
The Whole Wide World,1996,7.95
Mother,1996,7.86
Thieves,1996,0.37
Evita,1996,6.71
The Portrait of a Lady,1996,4.14
Walkabout,1971,10.18
Message to Love: The Isle of Wight Festival,1996,0.33
Murder at 1600,1997,8.43
Hearts and Minds,1995,0.0
Inside,1996,0.06
Fierce Creatures,1997,11.04
Zeus & Roxanne,1997,1.03
Turbulence,1997,5.3
Angel Baby,1995,0.78
First Strike,1996,9.21
Underworld,1996,0.01
Beverly Hills Ninja,1997,12.16
Metro,1997,10.52
The Machine,1994,0.94
Falling in Love Again,1980,0.46
The Cement Garden,1993,15.98
Dante's Peak,1997,7.24
Meet Wally Sparks,1997,0.58
Amos & Andrew,1993,3.94
Benny & Joon,1993,10.6
Prefontaine,1997,2.94
A Tickle in the Heart,1996,0.0
Guantanamera,1995,0.5
McHale's Navy,1997,2.71
Kolya,1996,13.95
Gridlock'd,1997,10.58
Fire on the Mountain,1996,0.0
Waiting for Guffman,1996,8.13
Prisoner of the Mountains,1996,1.02
The Beautician and the Beast,1997,7.57
SubUrbia,1996,8.68
Hotel de Love,1996,0.23
The Pest,1997,3.19
Fools Rush In,1997,6.29
Touch,1997,0.46
Absolute Power,1997,7.66
That Darn Cat,1997,1.5
Vegas Vacation,1997,9.3
Unforgotten: Twenty-Five Years After Willowbrook,1997,0.14
That Old Feeling,1997,1.95
Lost Highway,1997,8.45
Rosewood,1997,2.9
Donnie Brasco,1997,12.2
Salut cousin !,1996,0.16
Booty Call,1997,2.54
Rhyme & Reason,1997,0.92
Boys Life 2,1997,0.06
City of Industry,1997,1.92
Best Men,1997,6.61
Jungle 2 Jungle,1997,12.64
Kama Sutra - A Tale of Love,1996,7.12
Private Parts,1997,10.93
Love Jones,1997,1.25
The Saint,1997,10.98
Smilla's Sense of Snow,1997,3.13
The Van,1996,1.13
Crash,1996,7.54
The Daytrippers,1996,9.66
Liar Liar,1997,10.1
The Quiet Room,1996,0.06
Selena,1997,7.39
The Devil's Own,1997,10.68
Cats Don't Dance,1997,3.41
B.A.P.S.,1997,1.56
Love and Other Catastrophes,1996,0.92
Turbo: A Power Rangers Movie,1997,5.44
Anna Karenina,1997,5.66
Double Team,1997,5.45
Inventing the Abbotts,1997,5.06
Anaconda,1997,14.39
Grosse Pointe Blank,1997,7.56
Keys to Tulsa,1997,1.32
Kissed,1996,2.06
8 Heads in a Duffel Bag,1997,5.67
Hollow Reed,1996,0.26
Paradise Road,1997,1.46
Traveller,1997,2.17
All Over Me,1997,4.07
A Brother's Kiss,1997,0.92
A Chef in Love,1996,0.63
Romy and Michele's High School Reunion,1997,5.89
Temptress Moon,1996,1.14
Volcano,1997,13.15
Children of the Revolution,1996,1.13
Austin Powers: International Man of Mystery,1997,11.75
Breakdown,1997,7.93
Broken English,1996,0.37
Commandments,1997,0.23
Ripe,1996,0.77
"Truth or Consequences, N.M.",1997,2.27
The Turning,1992,0.13
Warriors of Virtue,1997,0.72
Fathers' Day,1997,5.3
The Fifth Element,1997,24.31
Intimate Relations,1996,1.37
Nowhere,1997,3.32
Losing Chase,1996,0.9
Sprung,1997,1.51
Le Bonheur,1965,0.79
Love! Valour! Compassion!,1997,1.74
Shall We Dance?,1996,1.96
The Second Jungle Book: Mowgli & Baloo,1997,0.29
Twin Town,1997,1.65
Addicted to Love,1997,8.09
Brassed Off,1996,3.12
The Designated Mourner,1997,0.15
The Lost World: Jurassic Park,1997,0.79
Ponette,1996,0.41
Schizopolis,1996,2.44
Shiloh,1996,2.89
The War at Home,1996,0.89
Rough Magic,1995,0.48
Trial and Error,1997,2.68
Buddy,1997,2.02
Con Air,1997,11.55
Late Bloomers,1996,0.07
The Pillow Book,1996,2.69
To Have (Or Not),1995,0.01
Speed 2: Cruise Control,1997,11.27
Squeeze,1997,0.32
Sudden Manhattan,1996,0.34
The Next Step,1997,0.0
Wedding Bell Blues,1996,0.89
Batman & Robin,1997,17.04
Dream with the Fishes,1997,0.68
Roseanna's Grave,1997,1.08
Head Above Water,1996,2.36
Hercules,1997,14.05
The Last Time I Committed Suicide,1997,1.38
MURDER and murder,1996,0.08
My Best Friend's Wedding,1997,4.68
Tetsuo II: Body Hammer,1992,2.02
When the Cat's Away,1996,0.83
Contempt,1963,7.54
Face/Off,1997,11.47
Fall,1997,1.56
Gabbeh,1996,1.05
Mondo,1995,0.31
The Innocent Sleep,1996,1.22
For Ever Mozart,1996,0.41
Men in Black,1997,15.78
Out to Sea,1997,3.72
Wild America,1997,7.48
A Simple Wish,1997,3.35
Contact,1997,14.37
Love Serenade,1996,0.88
G.I. Jane,1997,9.38
Conan the Barbarian,1982,10.52
George of the Jungle,1997,9.56
Cop Land,1997,9.16
Event Horizon,1997,11.34
Spawn,1997,11.37
Air Bud,1997,9.41
Picture Perfect,1997,4.35
In the Company of Men,1997,3.32
Free Willy 3: The Rescue,1997,6.11
Career Girls,1997,3.46
Conspiracy Theory,1997,14.26
Desperate Measures,1998,3.71
Steel,1997,2.89
She's So Lovely,1997,2.31
Hoodlum,1997,2.38
Leave it to Beaver,1997,1.64
Mimic,1997,9.13
Money Talks,1997,13.86
Excess Baggage,1997,3.71
Kull the Conqueror,1997,3.32
Air Force One,1997,12.17
One Eight Seven,1997,6.48
The Hunt for Red October,1990,15.91
My Own Private Idaho,1991,7.29
"Kiss Me, Guido",1997,0.91
Star Maps,1997,0.73
In & Out,1997,9.95
The Edge,1997,15.17
The Peacemaker,1997,8.87
L.A. Confidential,1997,10.99
Seven Years in Tibet,1997,11.48
Kiss the Girls,1997,12.24
Soul Food,1997,2.65
Kicked in the Head,1997,0.08
Wishmaster,1997,5.22
A Thousand Acres,1997,0.83
The Game,1997,14.83
Fire Down Below,1997,7.83
U Turn,1997,7.92
The Locusts,1997,0.53
The Matchmaker,1997,3.74
The Assignment,1997,4.23
A Smile Like Yours,1997,2.51
Ulee's Gold,1997,1.14
The Ice Storm,1997,7.15
Stag,1997,0.85
Chasing Amy,1997,12.31
Def Jam's How to Be a Player,1997,0.88
The Full Monty,1997,8.33
Alive and Kicking,1996,0.87
Mrs Brown,1997,3.88
I Know What You Did Last Summer,1997,7.42
The Devil's Advocate,1997,10.92
RocketMan,1997,5.35
Playing God,1997,9.66
The House of Yes,1997,3.97
"Fast, Cheap & Out of Control",1997,2.12
Washington Square,1997,1.3
Telling Lies In America,1997,1.89
Year of the Horse,1997,0.41
Gattaca,1997,12.89
FairyTale: A True Story,1997,3.55
Phantoms,1998,10.75
Swept from the Sea,1998,9.69
Wonderland,1997,0.0
A Life Less Ordinary,1997,16.0
Hurricane Streets,1997,0.63
Eve's Bayou,1997,1.46
Switchback,1997,3.74
Gang Related,1997,2.59
Stripes,1981,11.34
Nenette and Boni,1997,0.55
Bean,1997,12.8
Hugo Pool,1997,2.45
Mad City,1997,4.91
One Night Stand,1997,2.82
The Tango Lesson,1997,0.19
Welcome to Sarajevo,1997,8.0
Deceiver,1997,2.83
The Rainmaker,1997,6.68
Boogie Nights,1997,7.6
Witness,1985,10.31
Incognito,1997,0.96
Starship Troopers,1997,14.41
Critical Care,1997,2.29
The Joy Luck Club,1993,3.01
Chairman of the Board,1998,1.42
Sliding Doors,1998,9.79
Mortal Kombat: Annihilation,1997,6.53
The Truman Show,1998,13.16
The Wings of the Dove,1997,3.38
Mrs. Dalloway,1997,1.34
"I Love You, I Love You Not",1996,0.38
Red Corner,1997,3.29
The Jackal,1997,11.13
Anastasia,1997,11.91
The Man Who Knew Too Little,1997,4.83
Alien: Resurrection,1997,15.58
Alien Escape,1996,0.11
Amistad,1997,2.26
The Apostle,1997,9.21
Artemisia,1997,0.99
Bent,1997,3.55
Bang,1995,0.68
The Boys,1997,0.53
The Butcher Boy,1997,7.8
Deconstructing Harry,1997,6.28
Flubber,1997,7.02
For Richer or Poorer,1997,8.41
Good Will Hunting,1997,15.06
Guy,1997,0.61
Tar,1997,0.0
Home Alone 3,1997,8.04
Ill Gotten Gains,1997,0.0
Man of Her Dreams,1997,0.8
Midnight in the Garden of Good and Evil,1997,5.15
MouseHunt,1997,6.46
Never Met Picasso,1996,0.0
Office Killer,1997,0.58
Other Voices Other Rooms,1995,0.04
Scream 2,1997,11.26
Stranger in the House,1997,0.13
The Sweet Hereafter,1997,6.0
Time Tracers,1997,0.0
Titanic,1997,26.89
Tomorrow Never Dies,1997,17.16
