title,vote_count,vote_average
Big Night,45,6.8
Last Man Standing,263,6.2
Caught,5,6.5
Set It Off,66,6.9
2 Days in the Valley,73,5.9
Curdled,29,6.2
L'associé,3,6.0
Ed's Next Move,1,3.0
Extreme Measures,80,5.7
The Glimmer Man,102,4.7
D3: The Mighty Ducks,99,5.3
The Chamber,62,5.9
The Apple Dumpling Gang,34,6.6
"Davy Crockett, King of the Wild Frontier",14,5.9
Escape to Witch Mountain,60,6.5
The Love Bug,126,6.0
Herbie Rides Again,77,5.9
Old Yeller,68,7.0
The Parent Trap,92,6.8
Pollyanna,50,6.9
Homeward Bound: The Incredible Journey,218,6.6
The Shaggy Dog,22,6.2
Swiss Family Robinson,88,7.0
That Darn Cat!,28,6.4
"20,000 Leagues Under the Sea",160,6.9
Cool Runnings,510,6.8
Angels in the Outfield,124,5.7
Cinderella,1760,6.8
Winnie the Pooh and the Blustery Day,20,7.8
The Three Caballeros,108,6.2
The Sword in the Stone,935,6.9
So Dear to My Heart,5,6.3
Robin Hood: Prince of Thieves,937,6.6
Mary Poppins,1217,7.4
Dumbo,1206,6.8
Pete's Dragon,201,6.4
Bedknobs and Broomsticks,260,6.8
Alice in Wonderland,1557,7.0
The Fox and the Hound,884,7.0
Freeway,95,6.5
The Sound of Music,966,7.4
Die Hard,4005,7.5
The Lawnmower Man,198,5.4
Unhook the Stars,11,6.2
Synthetic Pleasures,0,0.0
The Secret Agent,7,5.0
Secrets & Lies,127,7.1
That Thing You Do!,230,6.8
To Gillian on Her 37th Birthday,13,5.1
Surviving Picasso,21,5.3
Love Is All There Is,2,5.5
Beautiful Thing,76,7.3
The Long Kiss Goodnight,323,6.4
The Ghost and the Darkness,238,6.4
Looking for Richard,33,6.9
Trees Lounge,51,6.7
The Proprietor,0,0.0
Normal Life,8,6.8
Get on the Bus,11,7.0
Shadow Conspiracy,12,4.0
Jude,38,6.6
Everyone Says I Love You,149,6.5
Bitter Sugar,3,6.3
Romeo + Juliet,1406,6.7
Swingers,255,6.8
Sleepers,729,7.3
The Sunchaser,8,6.1
Johns,6,6.0
Aladdin and the King of Thieves,494,6.1
The Woman in Question,3,5.2
Shall We Dance,22,7.9
A Damsel in Distress,4,7.0
Crossfire,26,6.1
"Murder, My Sweet",48,7.2
Macao,8,5.6
For the Moment,3,7.4
Willy Wonka & the Chocolate Factory,826,7.4
The Sexual Life of the Belgians,2,5.0
The Innocents,126,7.5
Sleeper,206,7.0
Bananas,167,6.7
A Fish Called Wanda,576,7.1
Life of Brian,1230,7.7
Victor/Victoria,89,6.9
The Candidate,39,6.9
The Great Race,64,7.2
Bonnie and Clyde,384,7.6
The Old Man and the Sea,25,6.0
Dial M for Murder,539,7.9
Madame Butterfly,3,4.8
Dirty Dancing,1371,7.1
Reservoir Dogs,3821,8.1
Platoon,1236,7.5
Weekend at Bernie's,255,6.4
Basic Instinct,869,6.5
The Doors,285,6.7
The Crying Game,180,6.9
Glengarry Glen Ross,330,7.5
Sophie's Choice,149,7.4
E.T. the Extra-Terrestrial,3359,7.3
The Search for One-eye Jimmy,4,6.3
A Christmas Carol,34,7.0
Days of Thunder,359,5.9
Top Gun,1736,6.7
American Strays,5,6.8
Rebel Without a Cause,351,7.6
A Streetcar Named Desire,291,7.6
Children of the Corn IV: The Gathering,41,4.6
The Leopard Son,0,0.0
Charm's  Incidents,0,0.0
Bird of Prey,0,0.0
Microcosmos,61,7.7
Palookaville,7,5.4
The Associate,49,6.2
The Funeral,31,7.3
The Sleepover,1,8.0
A Single Girl,8,6.8
The Eighth Day,56,7.0
North Star,3,5.2
Drunks,0,0.0
The People vs. Larry Flynt,257,6.8
Glory Daze,15,5.8
A Perfect Candidate,2,5.3
On Golden Pond,101,7.3
The Return of the Pink Panther,138,6.7
Drop Dead Fred,107,5.9
The Abyss,822,7.1
The Fog,318,6.4
Escape from New York,720,6.9
The Howling,165,6.4
Jean de Florette,113,7.6
Manon of the Spring,103,7.8
Johnny 100 Pesos,3,6.3
Private Benjamin,103,6.0
Monty Python and the Holy Grail,1742,7.8
Hustler White,12,6.8
Dadetown,1,8.0
Everything Relative,1,4.0
Entertaining Angels - The Dorothy Day Story,1,5.0
Three Lives and Only One Death,5,8.0
The Line King: The Al Hirschfeld Story,0,0.0
Snowriders,0,0.0
Curtis's Charm,0,0.0
When We Were Kings,54,7.3
The Wrong Trousers,266,7.6
JLG/JLG: Self-Portrait in December,3,7.7
The Return of Martin Guerre,22,6.7
Faust,22,7.4
He Walked by Night,17,6.4
Raw Deal,19,7.2
T-Men,15,6.4
The Children Are Watching Us,11,7.2
Pastoral Symphony,3,4.7
Here Comes Cookie,1,8.0
Love In Bloom,0,0.0
Six of a Kind,2,3.5
The Tin Drum,93,7.0
The Ruling Class,29,6.8
Mina Tannenbaum,3,4.8
2 or 3 Things I Know About Her,33,7.0
The Bloody Child,0,0.0
Dear God,17,5.1
Bad Moon,33,5.7
American Dream,2,6.0
Best of the Best 3: No Turning Back,13,5.8
Bob Roberts,44,6.5
Cinema Paradiso,834,8.2
"The Cook, the Thief, His Wife & Her Lover",137,7.3
Dead Tired,9,5.6
Delicatessen,320,7.4
The Double Life of Veronique,154,7.3
Enchanted April,25,6.9
Paths of Glory,565,8.2
The Grifters,112,6.5
Hear My Song,4,4.1
The Shooter,1,5.0
The English Patient,559,7.0
Mediterraneo,157,7.4
My Left Foot: The Story of Christy Brown,208,7.5
"Sex, Lies, and Videotape",188,6.7
Passion Fish,7,6.7
Strictly Ballroom,83,6.2
The Thin Blue Line,109,7.9
Tie Me Up! Tie Me Down!,102,7.0
Madonna: Truth or Dare,32,6.3
Paris is Burning,67,8.2
One Flew Over the Cuckoo's Nest,3001,8.3
Up in Smoke,201,6.7
The Empire Strikes Back,5998,8.2
The Princess Bride,1518,7.6
Raiders of the Lost Ark,3949,7.7
Brazil,877,7.6
Aliens,3282,7.7
"The Good, the Bad and the Ugly",2371,8.1
Withnail & I,173,7.4
12 Angry Men,2130,8.2
Lawrence of Arabia,870,7.8
A Clockwork Orange,3432,8.0
To Kill a Mockingbird,676,7.9
Apocalypse Now,2112,8.0
Once Upon a Time in the West,1160,8.1
Return of the Jedi,4763,7.9
Wings of Desire,256,7.5
The Third Man,431,7.9
GoodFellas,3211,8.2
Alien,4564,7.9
Army of Darkness,852,7.3
The Big Blue,364,7.6
Ran,349,7.9
The Killer,179,7.6
Psycho,2405,8.3
The Blues Brothers,1092,7.5
The Godfather: Part II,3418,8.3
Full Metal Jacket,2595,7.9
A Grand Day Out,199,7.4
Henry V,73,7.4
Amadeus,1107,7.8
The Quiet Man,118,7.3
Once Upon a Time in America,1104,8.3
Raging Bull,968,7.7
Annie Hall,1044,7.8
The Right Stuff,241,7.4
Stalker,356,7.8
Das Boot,623,7.9
The Sting,639,7.9
Harold and Maude,266,7.7
Trust,24,6.5
The Seventh Seal,569,7.9
Local Hero,81,7.0
The Terminator,4208,7.4
Braindead,388,7.4
Glory,391,7.4
Rosencrantz & Guildenstern Are Dead,75,7.3
Manhattan,600,7.8
Miller's Crossing,431,7.5
Dead Poets Society,2786,8.1
The Graduate,855,7.6
Touch of Evil,292,7.6
La Femme Nikita,511,7.0
The Bridge on the River Kwai,554,7.7
8½,427,7.9
Chinatown,939,7.9
The Day the Earth Stood Still,323,7.3
The Treasure of the Sierra Madre,285,7.9
Bad Taste,196,6.4
Duck Soup,170,7.6
Better Off Dead...,164,6.8
The Shining,3890,8.1
Stand by Me,1568,7.8
M,465,8.0
Evil Dead II,760,7.5
The Great Escape,731,7.8
The Deer Hunter,943,7.8
Diva,37,6.7
Groundhog Day,2358,7.4
Unforgiven,1133,7.7
The Manchurian Candidate,188,7.7
Pump up the Volume,86,7.0
Arsenic and Old Lace,234,7.4
Back to the Future,6239,8.0
Fried Green Tomatoes,298,7.6
Patton,327,7.3
Down by Law,149,7.2
Akira,792,7.8
Highlander,642,6.8
Cool Hand Luke,390,7.7
Cyrano de Bergerac,131,6.8
Young Frankenstein,880,7.7
Night on Earth,165,7.5
Raise the Red Lantern,139,7.8
The Great Dictator,756,8.1
Fantasia,831,7.2
High Noon,343,7.6
The Big Sleep,244,7.6
Heathers,387,7.3
Somewhere in Time,104,7.1
Ben-Hur,660,7.5
This Is Spinal Tap,413,7.6
Koyaanisqatsi,140,7.7
Some Kind of Wonderful,104,6.9
Indiana Jones and the Last Crusade,3221,7.6
Being There,243,7.7
Gandhi,730,7.4
The Unbearable Lightness of Being,89,7.0
A Room with a View,164,6.9
Real Genius,121,6.6
Pink Floyd: The Wall,363,7.7
The Killing Fields,180,7.5
My Life as a Dog,70,7.3
Forbidden Planet,238,7.2
Field of Dreams,383,7.1
The Man Who Would Be King,148,7.6
Butch Cassidy and the Sundance Kid,659,7.4
"Paris, Texas",282,7.7
Until the End of the World,45,6.3
When Harry Met Sally...,974,7.3
I Shot a Man in Vegas,0,0.0
Parallel Sons,1,5.0
Hype!,12,6.8
Santa with Muscles,20,3.5
Female Perversions,10,5.4
Mad Dog Time,12,6.2
Breathing Room,0,0.0
Paris Was a Woman,1,7.0
I'm Not Rappaport,8,6.2
Blue Juice,13,3.6
Kids of Survival,0,0.0
Alien³,1664,6.2
An American Werewolf in London,571,7.2
Amityville: It's About Time,21,4.1
Amityville 3-D,40,4.0
Amityville: Dollhouse,17,3.5
Amityville: A New Generation,17,2.8
Amityville II: The Possession,59,5.9
The Amityville Horror,192,6.2
The Amityville Curse,19,2.7
Blood for Dracula,22,5.8
April Fool's Day,74,5.8
Audrey Rose,34,5.8
The Believers,39,6.2
The Birds,959,7.3
The Blob,147,6.2
Blood Beach,18,4.9
Body Parts,24,5.6
The Body Snatcher,47,6.8
Dracula,1087,7.1
Bride of Frankenstein,208,7.4
Burnt Offerings,58,6.6
Candyman,303,6.2
Cape Fear,692,7.0
Cape Fear,125,7.2
Carrie,977,7.0
Cat People,97,6.0
A Nightmare on Elm Street,1212,7.2
Nosferatu,373,7.7
Vampire in Venice,2,8.5
The Omen,485,7.2
Blood and Wine,34,5.5
Albino Alligator,45,5.6
The Mirror Has Two Faces,47,6.5
Breaking the Waves,213,7.2
Nightwatch,104,6.2
Star Trek: First Contact,671,7.0
Shine,136,7.3
Sling Blade,236,7.4
Jingle All the Way,583,5.5
Identification of a Woman,15,5.8
Paradise Lost: The Child Murders at Robin Hood Hills,38,7.9
The Preacher's Wife,55,5.4
Zero Kelvin,5,6.4
Ridicule,30,7.4
The Crucible,134,6.7
101 Dalmatians,722,5.6
The Forbidden Christ,2,5.5
I Can't Sleep,1,5.0
Die Hard 2,1920,6.6
Star Trek: The Motion Picture,541,6.2
Star Trek VI: The Undiscovered Country,421,6.7
Star Trek V: The Final Frontier,384,5.6
Star Trek II: The Wrath of Khan,688,7.3
Star Trek III: The Search for Spock,443,6.4
Star Trek IV: The Voyage Home,490,6.9
Batman Returns,1706,6.6
Young Guns,262,6.6
Young Guns II,165,6.3
Grease,1633,7.2
Grease 2,185,4.9
Marked for Death,100,5.6
Adrenalin: Fear the Rush,19,3.9
The Substance of Fire,1,6.0
Under Siege,405,6.1
Terror in a Texas Town,13,7.1
Jaws,2628,7.5
Jaws 2,412,5.9
Jaws 3-D,266,4.2
My Fellow Americans,46,6.3
Mars Attacks!,1544,6.1
Citizen Ruth,27,6.8
Jerry Maguire,941,6.7
Raising Arizona,548,7.2
Tin Men,38,6.8
Sneakers,301,6.7
Bastard Out of Carolina,19,7.3
In Love and War,28,6.0
Marvin's Room,130,6.6
Somebody Is Waiting,0,0.0
Ghosts of Mississippi,40,6.2
Night Falls on Manhattan,24,6.6
Beavis and Butt-Head Do America,169,6.5
La Cérémonie,40,7.0
Scream,1520,7.0
The Last of the Mohicans,747,7.1
Michael,174,5.5
The Evening Star,18,5.8
Hamlet,118,7.3
Some Mother's Son,6,7.0
The Whole Wide World,9,6.4
Mother,19,6.8
Thieves,5,7.0
Evita,122,5.9
The Portrait of a Lady,46,6.3
Walkabout,111,7.4
Message to Love: The Isle of Wight Festival,4,6.4
Murder at 1600,130,5.8
Hearts and Minds,0,0.0
Inside,1,0.0
Fierce Creatures,95,6.0
Zeus & Roxanne,16,4.2
Turbulence,63,5.2
Angel Baby,3,7.7
First Strike,101,6.5
Underworld,1,6.0
Beverly Hills Ninja,176,5.5
Metro,136,5.3
The Machine,2,4.5
Falling in Love Again,4,6.1
The Cement Garden,23,7.2
Dante's Peak,445,5.8
Meet Wally Sparks,10,5.3
Amos & Andrew,47,5.0
Benny & Joon,220,6.9
Prefontaine,21,6.7
A Tickle in the Heart,0,0.0
Guantanamera,3,8.0
McHale's Navy,27,4.4
Kolya,46,7.5
Gridlock'd,55,6.8
Fire on the Mountain,0,0.0
Waiting for Guffman,66,7.4
Prisoner of the Mountains,14,6.6
The Beautician and the Beast,53,5.2
SubUrbia,32,6.4
Hotel de Love,2,4.3
The Pest,35,5.0
Fools Rush In,133,5.8
Touch,10,6.0
Absolute Power,226,6.4
That Darn Cat,11,3.9
Vegas Vacation,175,6.0
Unforgotten: Twenty-Five Years After Willowbrook,2,7.0
That Old Feeling,15,7.1
Lost Highway,572,7.5
Rosewood,31,6.7
Donnie Brasco,1175,7.4
Salut cousin !,4,3.3
Booty Call,29,5.6
Rhyme & Reason,8,6.3
Boys Life 2,1,5.0
City of Industry,14,5.6
Best Men,8,5.6
Jungle 2 Jungle,122,4.9
Kama Sutra - A Tale of Love,36,5.7
Private Parts,106,6.7
Love Jones,12,8.1
The Saint,310,5.9
Smilla's Sense of Snow,61,6.6
The Van,15,5.9
Crash,224,6.5
The Daytrippers,11,6.2
Liar Liar,1456,6.4
The Quiet Room,1,5.0
Selena,115,7.1
The Devil's Own,300,5.9
Cats Don't Dance,25,7.1
B.A.P.S.,13,4.2
Love and Other Catastrophes,9,5.8
Turbo: A Power Rangers Movie,60,4.6
Anna Karenina,26,6.4
Double Team,163,4.4
Inventing the Abbotts,43,6.4
Anaconda,624,4.8
Grosse Pointe Blank,278,6.9
Keys to Tulsa,5,4.9
Kissed,21,7.0
8 Heads in a Duffel Bag,39,5.4
Hollow Reed,6,6.8
Paradise Road,21,6.2
Traveller,6,5.9
All Over Me,15,5.9
A Brother's Kiss,1,8.0
A Chef in Love,2,3.5
Romy and Michele's High School Reunion,160,6.0
Temptress Moon,6,7.2
Volcano,387,5.2
Children of the Revolution,9,5.3
Austin Powers: International Man of Mystery,1033,6.5
Breakdown,202,6.6
Broken English,2,7.0
Commandments,5,5.3
Ripe,4,4.0
"Truth or Consequences, N.M.",15,5.7
The Turning,0,0.0
Warriors of Virtue,9,4.7
Fathers' Day,77,5.1
The Fifth Element,3962,7.3
Intimate Relations,1,8.0
Nowhere,27,6.3
Losing Chase,6,3.9
Sprung,7,5.0
Le Bonheur,21,7.0
Love! Valour! Compassion!,10,5.7
Shall We Dance?,35,7.2
The Second Jungle Book: Mowgli & Baloo,5,3.2
Twin Town,29,6.6
Addicted to Love,112,6.1
Brassed Off,53,6.9
The Designated Mourner,2,8.0
The Lost World: Jurassic Park,2528,6.2
Ponette,11,7.5
Schizopolis,22,6.4
Shiloh,17,5.7
The War at Home,7,6.9
Rough Magic,7,6.3
Trial and Error,17,5.3
Buddy,13,3.9
Con Air,1289,6.5
Late Bloomers,1,4.0
The Pillow Book,41,6.9
To Have (Or Not),0,0.0
Speed 2: Cruise Control,439,4.1
Squeeze,1,6.0
Sudden Manhattan,1,6.0
The Next Step,0,0.0
Wedding Bell Blues,2,5.5
Batman & Robin,1447,4.2
Dream with the Fishes,10,7.7
Roseanna's Grave,4,6.3
Head Above Water,39,5.8
Hercules,1741,7.3
The Last Time I Committed Suicide,7,6.7
MURDER and murder,2,8.0
My Best Friend's Wedding,606,6.4
Tetsuo II: Body Hammer,24,5.6
When the Cat's Away,16,6.1
Contempt,138,7.5
Face/Off,1612,6.8
Fall,6,7.2
Gabbeh,6,7.5
Mondo,3,7.0
The Innocent Sleep,0,0.0
For Ever Mozart,3,8.0
Men in Black,4521,6.9
Out to Sea,20,5.8
Wild America,28,5.8
A Simple Wish,46,5.5
Contact,1338,7.2
Love Serenade,4,6.0
G.I. Jane,404,6.0
Conan the Barbarian,663,6.6
George of the Jungle,508,5.4
Cop Land,384,6.6
Event Horizon,752,6.4
Spawn,344,5.0
Air Bud,108,5.3
Picture Perfect,114,5.1
In the Company of Men,45,6.8
Free Willy 3: The Rescue,76,5.6
Career Girls,15,7.4
Conspiracy Theory,440,6.5
Desperate Measures,60,5.9
Steel,49,4.2
She's So Lovely,26,5.3
Hoodlum,33,6.5
Leave it to Beaver,20,5.2
Mimic,255,5.7
Money Talks,90,6.0
Excess Baggage,56,5.6
Kull the Conqueror,39,5.2
Air Force One,859,6.2
One Eight Seven,141,6.5
The Hunt for Red October,971,7.2
My Own Private Idaho,218,7.1
"Kiss Me, Guido",10,4.4
Star Maps,3,5.3
In & Out,181,6.3
The Edge,359,6.8
The Peacemaker,263,5.8
L.A. Confidential,1340,7.7
Seven Years in Tibet,644,7.0
Kiss the Girls,353,6.2
Soul Food,19,6.6
Kicked in the Head,1,5.0
Wishmaster,114,5.6
A Thousand Acres,11,5.7
The Game,1556,7.5
Fire Down Below,91,5.0
U Turn,185,6.5
The Locusts,3,3.8
The Matchmaker,18,6.1
The Assignment,41,6.6
A Smile Like Yours,6,3.2
Ulee's Gold,19,6.5
The Ice Storm,181,6.9
Stag,6,5.8
Chasing Amy,441,6.7
Def Jam's How to Be a Player,9,5.4
The Full Monty,372,6.9
Alive and Kicking,1,0.0
Mrs Brown,45,6.6
I Know What You Did Last Summer,698,5.6
The Devil's Advocate,1414,7.2
RocketMan,36,5.4
Playing God,26,5.6
The House of Yes,30,6.3
"Fast, Cheap & Out of Control",8,8.3
Washington Square,5,7.4
Telling Lies In America,6,6.3
Year of the Horse,3,3.8
Gattaca,1846,7.5
FairyTale: A True Story,25,6.2
Phantoms,110,5.2
Swept from the Sea,12,6.5
Wonderland,0,0.0
A Life Less Ordinary,130,6.2
Hurricane Streets,4,4.8
Eve's Bayou,29,6.3
Switchback,52,5.8
Gang Related,32,6.5
Stripes,253,6.5
Nenette and Boni,7,8.0
Bean,602,6.3
Hugo Pool,16,5.2
Mad City,81,5.9
One Night Stand,24,5.7
The Tango Lesson,5,6.4
Welcome to Sarajevo,22,6.5
Deceiver,16,6.6
The Rainmaker,239,6.7
Boogie Nights,812,7.5
Witness,390,7.0
Incognito,7,6.3
Starship Troopers,1584,6.7
Critical Care,9,6.1
The Joy Luck Club,34,7.1
Chairman of the Board,13,2.7
Sliding Doors,363,6.6
Mortal Kombat: Annihilation,225,3.8
The Truman Show,4702,7.8
The Wings of the Dove,34,6.9
Mrs. Dalloway,7,5.4
"I Love You, I Love You Not",10,5.0
Red Corner,79,5.9
The Jackal,536,6.1
Anastasia,1481,7.4
The Man Who Knew Too Little,126,6.5
Alien: Resurrection,1388,5.9
Alien Escape,2,4.5
Amistad,324,6.8
The Apostle,39,6.1
Artemisia,10,6.2
Bent,34,6.3
Bang,1,6.0
The Boys,7,5.4
The Butcher Boy,36,6.7
Deconstructing Harry,188,7.3
Flubber,707,5.3
For Richer or Poorer,43,5.6
Good Will Hunting,2880,7.9
Guy,1,6.0
Tar,0,0.0
Home Alone 3,632,5.1
Ill Gotten Gains,0,0.0
Man of Her Dreams,0,0.0
Midnight in the Garden of Good and Evil,161,6.3
MouseHunt,297,6.2
Never Met Picasso,0,0.0
Office Killer,14,5.0
Other Voices Other Rooms,1,10.0
Scream 2,856,6.1
Stranger in the House,0,0.0
The Sweet Hereafter,108,6.8
Time Tracers,0,0.0
Titanic,7770,7.5
Tomorrow Never Dies,941,6.0
Twisted,1,4.5
Full Speed,4,6.6
The Education of Little Tree,0,0.0
The Postman,306,6.1
The Horse Whisperer,296,6.7
The Winter Guest,10,6.9
Jackie Brown,1580,7.3
Kundun,92,6.8
Mr. Magoo,75,3.9
The Big Lebowski,3001,7.8
Afterglow,5,7.2
My Life in Pink,28,7.2
Great Expectations,131,6.4
3 Ninjas: High Noon at Mega Mountain,38,3.9
Men of Means,0,0.0
Caught Up,4,4.3
Arguing the World,0,0.0
Firestorm,17,4.7
Senseless,76,5.8
Wag the Dog,273,6.7
Dark City,838,7.2
The Leading Man,0,0.0
Star Kid,16,4.9
Hard Rain,181,5.5
Half Baked,179,6.4
Fallen,346,6.6
Shooting Fish,23,7.0
The Prophecy II,49,5.9
Fallen Angels,113,7.7
Four Days in September,22,7.3
Spice World,124,4.7
Deep Rising,155,6.0
Tainted,2,5.5
A Letter from Death Row,1,2.0
Music from Another Room,14,5.7
Mother and Son,14,7.6
The Replacement Killers,128,6.0
B. Monkey,14,5.8
The Night Flier,60,5.7
Blues Brothers 2000,166,5.2
Tokyo Fist,29,6.6
Ride,4,6.8
The Wedding Singer,603,6.5
Sphere,483,5.8
Ayn Rand: A Sense of Life,3,7.2
A Further Gesture,0,0.0
Little City,1,6.0
Palmetto,29,5.7
As Good as It Gets,946,7.2
King of New York,130,6.5
A Paralyzing Fear: The Story of Polio in America,0,0.0
Men with Guns,0,0.0
Twilight,36,6.1
U.S. Marshals,383,6.2
Welcome to Woop Woop,7,6.4
Love and Death on Long Island,11,6.9
Midaq Alley,12,6.4
In God's Hands,1,5.0
Everest,20,6.3
Hush,44,5.9
Suicide Kings,86,6.7
The Man in the Iron Mask,1052,6.3
The Newton Boys,44,5.9
Wild Things,454,6.3
Paulie,83,6.0
"A Cool, Dry Place",7,5.6
Fireworks,118,7.6
Primary Colors,97,6.1
"Niagara, Niagara",9,7.7
Wide Awake,12,5.2
A Price Above Rubies,6,5.9
Eden,1,6.0
Two Girls and a Guy,25,5.4
No Looking Back,4,5.8
Storefront Hitchcock,1,7.0
The Proposition,5,5.8
The Object of My Affection,75,5.6
Meet the Deedles,19,4.1
Homegrown,16,5.5
The Players Club,15,6.2
Barney's Great Adventure,8,2.9
The Big One,24,6.2
Chinese Box,9,5.8
Lost in Space,395,5.0
Heaven's Burning,5,5.1
Mercury Rising,374,6.0
The Spanish Prisoner,74,7.1
City of Angels,537,6.5
The Last Days of Disco,50,6.8
The Odd Couple II,28,6.1
My Giant,33,5.1
He Got Game,140,6.7
The Gingerbread Man,37,5.7
Illtown,1,5.0
Slappy and the Stinkers,16,5.6
Live Flesh,89,7.2
Zero Effect,56,6.0
Nil by Mouth,35,7.1
Ratchet,0,0.0
The Borrowers,136,5.8
Prince Valiant,10,4.7
"I Love You, Don't Touch Me!",1,6.0
Leather Jacket Love Story,2,9.0
Love Walked In,1,6.0
"An Alan Smithee Film: Burn, Hollywood, Burn",9,3.0
Kissing a Fool,16,5.9
Krippendorf's Tribe,28,4.3
Kurt & Courtney,30,5.9
The Real Blonde,13,5.5
Mr. Nice Guy,129,6.2
Taste of Cherry,78,7.1
Character,25,7.7
Junk Mail,6,5.7
Species II,161,4.5
Major League: Back to the Minors,20,4.3
Sour Grapes,9,5.9
Wild Man Blues,5,6.2
The Big Hit,112,6.1
Tarzan and the Lost City,10,3.3
Black Dog,45,5.2
"Dancer, Texas Pop. 81",1,10.0
A Friend of the Deceased,3,5.0
Go Now,0,0.0
Les Misérables,157,7.1
Still Breathing,9,5.2
Clockwatchers,13,5.6
Deep Impact,870,5.9
Little Men,0,0.0
Woo,10,5.5
The Hanging Garden,9,5.7
Lawn Dogs,32,7.3
Quest for Camelot,193,6.9
Godzilla,1075,5.3
Bulworth,66,6.3
Fear and Loathing in Las Vegas,1321,7.2
The Opposite of Sex,56,5.9
I Got the Hook Up,8,5.4
Almost Heroes,57,5.5
Hope Floats,82,5.8
Insomnia,55,6.6
Little Boy Blue,3,7.4
The Ugly,14,5.9
A Perfect Murder,320,6.3
Beyond Silence,12,6.5
Six Days Seven Nights,343,5.6
Can't Hardly Wait,122,6.1
Cousin Bette,10,5.9
High Art,32,6.3
The Land Girls,3,7.0
Passion in the Desert,5,5.8
Children of Heaven,113,7.8
Dear Jesse,0,0.0
Dream for an Insomniac,12,6.1
Hav Plenty,0,0.0
Henry Fool,29,6.9
Marie from the Bay of Angels,3,4.0
Mr. Jealousy,10,6.1
Mulan,2089,7.6
Resurrection Man,2,7.0
The X Files,494,6.6
I Went Down,2,6.5
Doctor Dolittle,705,5.4
Out of Sight,338,6.5
Picnic at Hanging Rock,156,7.1
Smoke Signals,25,6.7
Voyage to the Beginning of the World,5,6.0
Buffalo '66,172,7.2
Armageddon,2540,6.5
Lethal Weapon 4,782,6.3
Madeline,46,5.1
Small Soldiers,522,6.2
Pi,600,7.1
Whatever,2,8.3
There's Something About Mary,1616,6.5
Plan 9 from Outer Space,137,4.4
Wings,59,7.0
The Broadway Melody,20,5.0
All Quiet on the Western Front,166,7.5
Cimarron,22,5.1
Grand Hotel,67,6.5
Cavalcade,17,4.6
Mutiny on the Bounty,72,7.1
The Great Ziegfeld,19,6.2
The Life of Emile Zola,19,6.6
You Can't Take It With You,79,7.2
How Green Was My Valley,76,6.9
Mrs. Miniver,47,6.7
Going My Way,37,6.9
The Lost Weekend,115,7.4
The Best Years of Our Lives,148,7.6
Gentleman's Agreement,48,6.8
Hamlet,48,7.1
All the King's Men,51,6.3
The Greatest Show on Earth,51,6.6
